id,0,40,80,1,41,81,2,42,82,3,43,83,4,44,84,5,45,85,6,46,86,7,47,87,8,48,88,9,49,89,10,50,90,11,51,91,12,52,92,13,53,93,14,54,94,15,55,95,16,56,96,17,57,97,18,58,98,19,59,99,20,60,100,21,61,101,22,62,102,23,63,103,24,64,104,25,65,105,26,66,106,27,67,107,28,68,108,29,69,109,30,70,110,31,71,111,32,72,112,33,73,113,34,74,114,35,75,115,36,76,116,37,77,117,38,78,118,39,79,119
0,0.116099773243,5,0.385013743084,0.534058956916,23,0.442947511791,0.975238095238,42,0.356913298806,1.41641723356,61,0.413611522366,1.85759637188,80,0.318882887465,2.2987755102,99,0.318613668039,2.76317460317,119,0.404125903275,3.2043537415,138,0.415732515852,3.64553287982,157,0.625795177384,4.08671201814,176,0.468853460333,4.52789115646,195,0.432893749002,4.96907029478,214,0.436220727246,5.41024943311,233,0.0,5.85142857143,252,0.0,6.29260770975,271,0.0,6.73378684807,290,0.0,7.17496598639,309,0.0,7.59292517007,327,0.0,8.03410430839,346,0.0,8.47528344671,365,0.0,8.91646258503,384,0.0,9.35764172336,403,0.0,9.82204081633,423,0.0,10.2632199546,442,0.0,10.704399093,461,0.0,11.1455782313,480,0.0,11.5867573696,499,0.0,12.0511564626,519,0.0,12.4691156463,537,0.0,12.8870748299,555,0.0,13.3282539683,574,0.0,13.7694331066,593,0.0,14.2106122449,612,0.0,14.6517913832,631,0.0,15.1161904762,651,0.0,15.5341496599,669,0.0,15.9753287982,688,0.0,16.4165079365,707,0.0,16.8576870748,726,0.0,17.3220861678,746,0.0
