id,genre,0,40,80,1,41,81,2,42,82,3,43,83,4,44,84,5,45,85,6,46,86,7,47,87,8,48,88,9,49,89,10,50,90,11,51,91,12,52,92,13,53,93,14,54,94,15,55,95,16,56,96,17,57,97,18,58,98,19,59,99,20,60,100,21,61,101,22,62,102,23,63,103,24,64,104,25,65,105,26,66,106,27,67,107,28,68,108,29,69,109,30,70,110,31,71,111,32,72,112,33,73,113,34,74,114,35,75,115,36,76,116,37,77,117,38,78,118,39,79,119
1,pop,0.464399092971,20,0.391530539971,0.998458049887,43,0.429758441821,1.55573696145,67,0.524531503502,2.08979591837,90,0.38569290436,2.64707482993,114,0.366353164015,3.18113378685,137,0.433833273795,3.73841269841,161,0.445420734939,4.27247165533,184,0.593293267598,4.82975056689,208,0.438688584169,5.36380952381,231,0.413012810801,5.92108843537,255,0.418312254036,6.45514739229,278,0.361707482538,7.01242630385,302,0.0,7.56970521542,326,0.0,8.10376417234,349,0.0,8.63782312925,372,0.0,9.17188208617,395,0.0,9.77560090703,421,0.0,10.3328798186,445,0.0,10.8669387755,468,0.0,11.4009977324,491,0.0,11.9350566893,514,0.0,12.4691156463,537,0.0,13.0263945578,561,0.0,13.5604535147,584,0.0,14.0945124717,607,0.0,14.6517913832,631,0.0,15.2090702948,655,0.0,15.7431292517,678,0.0,16.2771882086,701,0.0,16.8344671202,725,0.0,17.3685260771,748,0.0,17.9258049887,772,0.0,18.4598639456,795,0.0,19.0171428571,819,0.0,19.5744217687,843,0.0,20.1084807256,866,0.0,20.6425396825,889,0.0,21.1998185941,913,0.0,21.733877551,936,0.0
2,pop,0.510839002268,22,0.544174925503,1.09133786848,47,0.420298938558,1.67183673469,72,0.423966921688,2.25233560091,97,0.399575400018,2.80961451247,121,0.300874262234,3.39011337868,146,0.312890736712,3.9706122449,171,0.3633126749,4.55111111111,196,0.445917780532,5.10839002268,220,0.342513517656,5.68888888889,245,0.325277106842,6.2693877551,270,0.363055134085,6.84988662132,295,0.400677815994,7.43038548753,320,0.0,8.01088435374,345,0.0,8.59138321995,370,0.0,9.17188208617,395,0.0,9.72916099773,419,0.0,10.3096598639,444,0.0,10.8901587302,469,0.0,11.4706575964,494,0.0,12.0511564626,519,0.0,12.6316553288,544,0.0,13.1889342404,568,0.0,13.7694331066,593,0.0,14.3499319728,618,0.0,14.930430839,643,0.0,15.5109297052,668,0.0,16.0914285714,693,0.0,16.6719274376,718,0.0,17.2524263039,743,0.0,17.8097052154,767,0.0,18.3902040816,792,0.0,18.9707029478,817,0.0,19.5512018141,842,0.0,20.1317006803,867,0.0,20.7121995465,892,0.0,21.269478458,916,0.0,21.8499773243,941,0.0,22.4304761905,966,0.0,23.0109750567,991,0.0
3,pop,0.301859410431,13,0.34416597182,0.78947845805,34,0.477416559951,1.25387755102,54,0.461268411211,1.71827664399,74,0.383050419765,2.20589569161,95,0.43026589697,2.67029478458,115,0.36005565123,3.13469387755,135,0.595630730198,3.59909297052,155,0.406642937605,4.06349206349,175,0.354212501926,4.55111111111,196,0.464621842792,5.01551020408,216,0.370855631212,5.4566893424,235,0.434217179414,5.94430839002,256,0.0,6.40870748299,276,0.0,6.87310657596,296,0.0,7.36072562358,317,0.0,7.82512471655,337,0.0,8.28952380952,357,0.0,8.77714285714,378,0.0,9.24154195011,398,0.0,9.70594104308,418,0.0,10.1703401361,438,0.0,10.634739229,458,0.0,11.099138322,478,0.0,11.5867573696,499,0.0,12.0511564626,519,0.0,12.5387755102,540,0.0,12.9799546485,559,0.0,13.4443537415,579,0.0,13.9087528345,599,0.0,14.3963718821,620,0.0,14.8607709751,640,0.0,15.3483900227,661,0.0,15.8127891156,681,0.0,16.253968254,700,0.0,16.7415873016,721,0.0,17.2059863946,741,0.0,17.6703854875,761,0.0,18.1347845805,781,0.0,18.6224036281,802,0.0
4,pop,0.534058956916,23,0.392035495891,1.09133786848,47,0.42812990311,1.64861678005,71,0.523755550772,2.18267573696,94,0.385486913945,2.71673469388,117,0.366160501824,3.27401360544,141,0.433065260071,3.80807256236,164,0.443935618793,4.36535147392,188,0.59126247295,4.89941043084,211,0.437106488187,5.4566893424,235,0.413333285789,6.01396825397,259,0.421969133672,6.54802721088,282,0.363892357345,7.0820861678,305,0.0,7.63936507937,329,0.0,8.17342403628,352,0.0,8.73070294785,376,0.0,9.26476190476,399,0.0,9.86848072562,425,0.0,10.4257596372,449,0.0,10.9598185941,472,0.0,11.493877551,495,0.0,12.0279365079,518,0.0,12.5619954649,541,0.0,13.1192743764,565,0.0,13.6533333333,588,0.0,14.1873922902,611,0.0,14.7214512472,634,0.0,15.2787301587,658,0.0,15.8127891156,681,0.0,16.3700680272,705,0.0,16.9273469388,729,0.0,17.4614058957,752,0.0,17.9954648526,775,0.0,18.5527437642,799,0.0,19.0868027211,822,0.0,19.6440816327,846,0.0,20.1781405896,869,0.0,20.7354195011,893,0.0,21.2926984127,917,0.0,21.8267573696,940,0.0
5,pop,11.2384580499,484,0.395956221995,11.7957369615,508,0.442542853073,12.3297959184,531,0.40812253494,12.8870748299,555,0.485924917967,13.4211337868,578,0.353120159352,13.9784126984,602,0.32624637951,14.5124716553,625,0.371825492451,15.0697505669,649,0.300493839729,15.6038095238,672,0.334658834881,16.1610884354,696,0.334248296351,16.6951473923,719,0.450127944377,17.2524263039,743,0.460297243924,17.7864852608,766,0.0,18.3437641723,790,0.0,18.8778231293,813,0.0,19.4351020408,837,0.0,19.9691609977,860,0.0,20.5264399093,884,0.0,21.0604988662,907,0.0,21.6177777778,931,0.0,22.1518367347,954,0.0,22.7091156463,978,0.0,23.2431746032,1001,0.0,23.8004535147,1025,0.0,24.3345124717,1048,0.0,24.8917913832,1072,0.0,25.4258503401,1095,0.0,25.9831292517,1119,0.0,26.5171882086,1142,0.0,27.0744671202,1166,0.0,27.6085260771,1189,0.0,28.1658049887,1213,0.0,28.6998639456,1236,0.0,29.2571428571,1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,pop,1.60217687075,69,0.553051668313,2.27555555556,98,0.380030485895,2.92571428571,126,0.322848469166,3.57587301587,154,0.25788637185,4.20281179138,181,0.278599704682,4.85297052154,209,0.35218485444,5.5031292517,237,0.39186631226,6.15328798186,265,0.612466571554,6.80344671202,293,0.379409527335,7.45360544218,321,0.275682482677,8.10376417234,349,0.260418045192,8.75392290249,377,0.429369405564,9.380861678,404,0.0,10.0310204082,432,0.0,10.6811791383,460,0.0,11.3313378685,488,0.0,11.9814965986,516,0.0,12.6316553288,544,0.0,13.281814059,572,0.0,13.9319727891,600,0.0,14.5589115646,627,0.0,15.2090702948,655,0.0,15.8592290249,683,0.0,16.5093877551,711,0.0,17.1595464853,739,0.0,17.8097052154,767,0.0,18.4598639456,795,0.0,19.1100226757,823,0.0,19.7369614512,850,0.0,20.3871201814,878,0.0,21.0372789116,906,0.0,21.6874376417,934,0.0,22.3375963719,962,0.0,22.987755102,990,0.0,23.6146938776,1017,0.0,24.2880725624,1046,0.0,24.9150113379,1073,0.0,25.565170068,1101,0.0,26.2153287982,1129,0.0,26.888707483,1158,0.0
7,pop,0.371519274376,16,0.40641957027,0.975238095238,42,0.439277445953,1.55573696145,67,0.519060860866,2.13623582766,92,0.606736771375,2.71673469388,117,0.605582492155,3.27401360544,141,0.553164740761,3.8777324263,167,0.543036184789,4.45823129252,192,0.52666761391,5.03873015873,217,0.547647856026,5.61922902494,242,0.506543723764,6.19972789116,267,0.526204259898,6.75700680272,291,0.441843904141,7.33750566893,316,0.0,7.91800453515,341,0.0,8.49850340136,366,0.0,9.07900226757,391,0.0,9.65950113379,416,0.0,10.24,441,0.0,10.8204988662,466,0.0,11.4009977324,491,0.0,11.9814965986,516,0.0,12.5619954649,541,0.0,13.1424943311,566,0.0,13.7229931973,591,0.0,14.3034920635,616,0.0,14.8839909297,641,0.0,15.4644897959,666,0.0,16.0449886621,691,0.0,16.6254875283,716,0.0,17.2059863946,741,0.0,17.7864852608,766,0.0,18.366984127,791,0.0,18.9474829932,816,0.0,19.5279818594,841,0.0,20.1084807256,866,0.0,20.6889795918,891,0.0,21.269478458,916,0.0,21.8499773243,941,0.0,22.4304761905,966,0.0,23.0109750567,991,0.0
8,pop,0.78947845805,34,0.362096234272,1.55573696145,67,0.251392894268,2.25233560091,97,0.273933114957,2.99537414966,129,0.242893767779,3.73841269841,161,0.249114724935,4.48145124717,193,0.436791293582,5.22448979592,225,0.405750857369,5.94430839002,256,0.500961847514,6.68734693878,288,0.383380079513,7.40716553288,319,0.224031706997,8.15020408163,351,0.251573813902,8.89324263039,383,0.217958211747,9.56662131519,412,0.0,10.3096598639,444,0.0,11.029478458,475,0.0,11.7957369615,508,0.0,12.5387755102,540,0.0,13.212154195,569,0.0,13.8623129252,597,0.0,14.5124716553,625,0.0,15.2555102041,657,0.0,15.9985487528,689,0.0,16.7415873016,721,0.0,17.4846258503,753,0.0,18.2044444444,784,0.0,18.9474829932,816,0.0,19.7137414966,849,0.0,20.4567800454,881,0.0,21.1765986395,912,0.0,21.8964172336,943,0.0,22.662675737,976,0.0,23.4057142857,1008,0.0,24.1487528345,1040,0.0,24.8917913832,1072,0.0,25.634829932,1104,0.0,26.3778684807,1136,0.0,27.0976870748,1167,0.0,27.8407256236,1199,0.0,28.606984127,1232,0.0,29.3268027211,1263,0.0
9,pop,0.0696598639456,3,0.443510450389,0.696598639456,30,0.493154585349,1.32353741497,57,0.373865176688,1.95047619048,84,0.478456451863,2.57741496599,111,0.476956406341,3.2043537415,138,0.344425560985,3.85451247166,166,0.389949258879,4.48145124717,193,0.403267070492,5.10839002268,220,0.491400695755,5.73532879819,247,0.383335869461,6.3622675737,274,0.391037866302,7.01242630385,302,0.451752617387,7.63936507937,329,0.0,8.26630385488,356,0.0,8.89324263039,383,0.0,9.5201814059,410,0.0,10.1703401361,438,0.0,10.7972789116,465,0.0,11.4242176871,492,0.0,12.0511564626,519,0.0,12.6780952381,546,0.0,13.3050340136,573,0.0,13.9551927438,601,0.0,14.5821315193,628,0.0,15.2090702948,655,0.0,15.8360090703,682,0.0,16.4629478458,709,0.0,17.0898866213,736,0.0,17.7168253968,763,0.0,18.3437641723,790,0.0,18.9939229025,818,0.0,19.620861678,845,0.0,20.2478004535,872,0.0,20.8979591837,900,0.0,21.5248979592,927,0.0,22.1518367347,954,0.0,22.7787755102,981,0.0,23.4289342404,1009,0.0,24.0558730159,1036,0.0,24.6828117914,1063,0.0
